image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
hippocampus_001,5,MRI,0.0562,0.0,0.0,0.035,519,241,15,1785,[1],0.5767
hippocampus_001,6,MRI,0.1006,0.0,0.1192,0.1782,680,266,36,1785,[1],0.2941
hippocampus_001,7,MRI,0.1544,0.0,0.0608,0.1902,801,229,67,1785,[1],0.2987
hippocampus_001,8,MRI,0.2232,0.0,0.19,0.1554,963,321,121,1785,[1],0.2951
hippocampus_001,9,MRI,0.2754,0.0,0.2834,0.1435,1002,468,160,1785,"[1, 2]",0.2942
hippocampus_001,10,MRI,0.2776,0.0,0.3075,0.251,1185,531,191,1785,"[1, 2]",0.2977
hippocampus_001,11,MRI,0.3315,0.0276,0.371,0.2857,1072,601,213,1785,"[1, 2]",0.2936
hippocampus_001,12,MRI,0.3075,0.0,0.4071,0.2509,1255,671,228,1785,"[1, 2]",0.3027
hippocampus_001,13,MRI,0.3119,0.0509,0.3741,0.3163,1288,628,238,1785,"[1, 2]",0.2941
hippocampus_001,14,MRI,0.2962,0.0669,0.3387,0.3712,1346,581,234,1785,"[1, 2]",0.2965
hippocampus_001,15,MRI,0.2543,0.068,0.1596,0.2993,1455,452,212,1785,"[1, 2]",0.3032
hippocampus_001,16,MRI,0.2185,0.068,0.1775,0.3559,1524,398,188,1785,"[1, 2]",0.2945
hippocampus_001,17,MRI,0.2472,0.0507,0.1426,0.2664,1021,389,144,1785,[2],0.3028
hippocampus_001,18,MRI,0.2324,0.0094,0.1245,0.161,1042,345,137,1785,[2],0.2923
hippocampus_001,19,MRI,0.249,0.0272,0.2309,0.2278,879,464,125,1785,[2],0.2968
hippocampus_001,20,MRI,0.2526,0.0852,0.209,0.2239,830,588,120,1785,[2],0.3031
hippocampus_001,21,MRI,0.2594,0.0355,0.2154,0.2255,738,670,110,1785,[2],0.2912
hippocampus_001,22,MRI,0.2163,0.0,0.216,0.1574,833,686,101,1785,[2],0.3003
hippocampus_001,23,MRI,0.182,0.0,0.1907,0.1436,889,687,89,1785,[2],0.2923
hippocampus_001,24,MRI,0.1467,0.0,0.1858,0.1807,922,573,73,1785,[2],0.2983
hippocampus_001,25,MRI,0.1333,0.0769,0.0502,0.2353,812,181,58,1785,[2],0.2979
hippocampus_001,26,MRI,0.0869,0.0,0.0426,0.2209,881,242,40,1785,[2],0.2932
hippocampus_001,27,MRI,0.1068,0.0576,0.0,0.1302,461,275,26,1785,[2],0.3027
hippocampus_001,28,MRI,0.0802,0.0,0.0,0.1429,431,161,18,1785,[2],0.2955
hippocampus_001,29,MRI,0.0153,0.0,0.0,0.0185,520,205,4,1785,[2],0.2947
hippocampus_003,4,MRI,0.033,0.0,0.0399,0.0342,596,491,10,1768,[1],0.3007
hippocampus_003,5,MRI,0.1195,0.0,0.1176,0.0,661,672,42,1768,[1],0.2925
hippocampus_003,6,MRI,0.1708,0.0,0.2065,0.0,782,634,73,1768,[1],0.3216
hippocampus_003,7,MRI,0.2886,0.0,0.3248,0.2569,676,434,114,1768,[1],0.3069
hippocampus_003,8,MRI,0.3214,0.0,0.4062,0.322,752,373,144,1768,[1],0.3291
hippocampus_003,9,MRI,0.3383,0.0,0.4775,0.384,899,416,183,1768,"[1, 2]",0.3379
hippocampus_003,10,MRI,0.4317,0.0316,0.4958,0.2716,763,508,210,1768,"[1, 2]",0.3
hippocampus_003,11,MRI,0.3863,0.0726,0.5234,0.322,969,601,232,1768,"[1, 2]",0.3012
hippocampus_003,12,MRI,0.319,0.0317,0.4866,0.4015,1270,581,241,1768,"[1, 2]",0.2954
hippocampus_003,13,MRI,0.3313,0.0714,0.4578,0.4231,1214,755,241,1768,"[1, 2]",0.2927
hippocampus_003,14,MRI,0.2996,0.212,0.458,0.346,1321,800,248,1768,"[1, 2]",0.2986
hippocampus_003,15,MRI,0.2831,0.1286,0.4172,0.4013,1487,631,251,1768,"[1, 2]",0.2957
hippocampus_003,16,MRI,0.2515,0.058,0.393,0.3686,1452,528,210,1768,"[1, 2]",0.3036
hippocampus_003,17,MRI,0.2112,0.0,0.383,0.317,1533,597,181,1768,"[1, 2]",0.2923
hippocampus_003,18,MRI,0.1868,0.0086,0.3701,0.3376,1369,475,141,1768,[2],0.2964
hippocampus_003,19,MRI,0.2277,0.3695,0.4168,0.4,689,380,119,1768,[2],0.2969
hippocampus_003,20,MRI,0.0526,0.2538,0.4041,0.3535,652,377,108,1768,[2],0.2941
