image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
lung_001,231,CT,0.7862,0.9831,0.627,0.5075,85,125,60,262144,[1],0.633
lung_001,232,CT,0.8077,0.931,0.663,0.5484,93,121,63,262144,[1],0.355
lung_001,233,CT,0.7807,0.7188,0.6714,0.4737,253,261,162,262144,[1],0.3415
lung_001,234,CT,0.8462,0.8525,0.6989,0.5478,255,268,187,262144,[1],0.3461
lung_001,235,CT,0.8814,0.9619,0.7555,0.4857,250,261,197,262144,[1],0.3392
lung_001,236,CT,0.9442,0.9904,0.8245,0.6505,245,252,221,262144,[1],0.3396
lung_001,237,CT,0.878,0.925,0.7331,0.5487,275,255,217,262144,[1],0.3424
lung_001,238,CT,0.9256,1.0,0.8561,0.6909,295,279,256,262144,[1],0.3462
lung_001,239,CT,0.936,1.0,0.8722,0.7611,255,287,245,262144,[1],0.3518
lung_001,240,CT,0.9261,1.0,0.8552,0.8081,218,247,188,262144,[1],0.3592
lung_001,241,CT,0.9424,1.0,0.75,0.5761,199,201,183,262144,[1],0.3924
lung_001,242,CT,0.844,0.8723,0.7289,0.5,184,189,143,262144,[1],0.3936
lung_001,243,CT,0.8739,1.0,0.7019,0.5696,132,159,106,262144,[1],0.3848
lung_001,244,CT,0.9579,1.0,0.7912,0.6375,135,147,126,262144,[1],0.376
lung_001,245,CT,0.8939,0.9231,0.6711,0.3614,141,178,123,262144,[1],0.3894
lung_001,246,CT,0.8512,0.7971,0.7692,0.6849,138,143,104,262144,[1],0.3491
lung_001,247,CT,0.813,0.8,0.7645,0.6753,139,152,107,262144,[1],0.3448
lung_001,248,CT,0.375,0.3333,0.3649,0.3774,130,118,30,262144,[1],0.3404
lung_001,250,CT,0.1538,0.7273,0.0,0.0,12,0,1,262144,[1],0.3282
lung_003,138,CT,0.6171,0.6269,0.8829,1.0,121,57,54,262144,[1],0.4205
lung_003,139,CT,0.7167,0.5556,0.725,0.6173,231,111,129,262144,[1],0.3611
lung_003,140,CT,0.8611,0.9053,0.5476,0.494,205,97,155,262144,[1],0.3423
lung_003,141,CT,0.9146,0.9794,0.6801,0.5979,215,114,183,262144,[1],0.3459
lung_003,142,CT,0.9815,1.0,0.6897,0.578,215,160,217,262144,[1],0.3484
lung_003,143,CT,0.8883,0.8696,0.6868,0.5652,204,102,163,262144,[1],0.3363
lung_003,144,CT,0.8798,0.8673,0.449,0.5543,205,84,161,262144,[1],0.3502
lung_003,145,CT,0.8774,0.9091,0.0,0.2055,174,50,136,262144,[1],0.3493
lung_003,146,CT,0.6599,0.5161,0.4769,0.4444,199,32,98,262144,[1],0.3461
lung_003,147,CT,0.4628,0.4074,0.7407,0.871,93,26,28,262144,[1],0.3416
lung_004,217,CT,0.4626,0.2759,0.3648,0.2857,216,94,65,262144,[1],0.446
lung_004,218,CT,0.7958,0.8987,0.3448,0.3377,103,115,88,262144,[1],0.3451
lung_004,219,CT,0.8829,0.9773,0.3171,0.2927,156,103,143,262144,[1],0.35
lung_004,220,CT,0.8997,0.989,0.529,0.3372,203,144,166,262144,[1],0.3423
lung_004,221,CT,0.8889,0.8814,0.436,0.2804,245,144,223,262144,[1],0.3445
lung_004,222,CT,0.8624,0.8381,0.268,0.2674,239,109,197,262144,[1],0.3353
lung_004,223,CT,0.8063,0.7826,0.3704,0.5778,181,82,134,262144,[1],0.3424
lung_004,224,CT,0.861,0.9714,0.4767,0.4762,126,75,97,262144,[1],0.3473
lung_004,225,CT,0.7186,0.6571,0.36,0.3043,142,111,89,262144,[1],0.3461
lung_004,226,CT,0.8374,0.8125,0.2772,0.4189,139,95,107,262144,[1],0.3484
lung_004,227,CT,0.6239,0.5408,0.3716,0.44,159,108,75,262144,[1],0.3448
lung_004,228,CT,0.8348,1.0,0.6555,0.6327,67,71,48,262144,[1],0.3483
lung_004,229,CT,0.7818,0.98,0.6838,0.8077,64,71,46,262144,[1],0.347
lung_004,230,CT,0.7556,0.814,0.6286,0.6591,54,69,36,262144,[1],0.35
lung_004,231,CT,0.6055,0.7308,0.5686,0.7174,76,69,33,262144,[1],0.3422
lung_005,155,CT,0.8043,0.9322,0.6162,0.4194,110,111,74,262144,[1],0.5342
lung_005,156,CT,0.8245,0.7423,0.4472,0.4026,215,85,161,262144,[1],0.3428
lung_005,157,CT,0.8589,0.7843,0.3154,0.3537,278,87,211,262144,[1],0.3437
lung_005,158,CT,0.8621,0.7818,0.411,0.5444,326,79,247,262144,[1],0.3384
lung_005,159,CT,0.8878,0.777,0.1015,0.2766,471,77,376,262144,[1],0.366
lung_005,160,CT,0.9381,0.9317,0.4032,0.203,549,135,485,262144,[1],0.3472
lung_005,161,CT,0.9486,0.9006,0.5554,0.2789,661,235,604,262144,[1],0.3385
lung_005,162,CT,0.9549,0.9032,0.528,0.0,763,259,722,262144,[1],0.3445
lung_005,163,CT,0.9104,0.8466,0.4813,0.0592,816,219,691,262144,[1],0.3455
lung_005,164,CT,0.9401,0.8327,0.1902,0.3495,1041,280,929,262144,[1],0.3513
lung_005,165,CT,0.9317,0.8217,0.2496,0.4404,1096,338,984,262144,[1],0.3396
lung_005,166,CT,0.9204,0.7939,0.311,0.2262,1173,421,1000,262144,[1],0.3464
lung_005,167,CT,0.9224,0.8706,0.0998,0.2925,1239,355,1068,262144,[1],0.3438
lung_005,168,CT,0.9288,0.8113,0.3998,0.0816,1187,627,1059,262144,[1],0.3466
lung_005,169,CT,0.9292,0.8395,0.6441,0.0872,1187,625,1030,262144,[1],0.3581
lung_005,170,CT,0.9558,0.9419,0.2532,0.2276,1179,402,1083,262144,[1],0.3512
lung_005,171,CT,0.9681,0.9713,0.6505,0.2227,1179,714,1106,262144,[1],0.3402
lung_005,172,CT,0.9806,0.9877,0.1478,0.4219,1146,392,1124,262144,[1],0.3454
lung_005,173,CT,0.9322,0.8893,0.0861,0.4093,1035,305,926,262144,[1],0.3409
lung_005,174,CT,0.9719,0.9623,0.1423,0.284,865,239,843,262144,[1],0.3446
lung_005,175,CT,0.9271,0.9183,0.0769,0.3433,729,345,643,262144,[1],0.3522
lung_005,176,CT,0.9108,0.9593,0.1273,0.3397,518,261,446,262144,[1],0.3433
lung_005,177,CT,0.9032,0.9038,0.2941,0.3038,440,178,366,262144,[1],0.3519
lung_005,178,CT,0.8462,0.787,0.3333,0.3763,300,80,220,262144,[1],0.3458
lung_005,179,CT,0.8136,0.6542,0.2947,0.5104,257,102,183,262144,[1],0.3501
lung_005,180,CT,0.5238,0.3509,0.5926,0.5294,124,91,44,262144,[1],0.3363
lung_006,447,CT,0.5152,0.6316,0.1818,0.5,49,38,17,262144,[1],0.5048
lung_006,448,CT,0.4186,0.4103,0.3,0.5312,68,42,18,262144,[1],0.3466
lung_006,449,CT,0.4037,0.5962,0.4419,0.6,76,53,33,262144,[1],0.3394
lung_006,450,CT,0.7333,0.8916,0.3576,0.4156,86,87,64,262144,[1],0.3615
lung_006,451,CT,0.7636,0.9474,0.5793,0.7297,90,70,75,262144,[1],0.3395
lung_006,452,CT,0.8421,0.8082,0.6303,0.6721,139,57,108,262144,[1],0.3549
lung_006,453,CT,0.8287,0.8378,0.6939,0.6429,145,90,106,262144,[1],0.3473
lung_006,454,CT,0.773,0.6667,0.6569,0.6835,173,95,109,262144,[1],0.3459
lung_006,455,CT,0.9518,1.0,0.2845,0.209,182,68,171,262144,[1],0.3478
lung_006,456,CT,0.9291,0.9899,0.1985,0.3034,215,78,194,262144,[1],0.3413
lung_006,457,CT,0.8889,0.9897,0.17,0.274,229,62,185,262144,[1],0.359
lung_006,458,CT,0.9099,0.9811,0.3245,0.3933,252,88,214,262144,[1],0.34
lung_006,459,CT,0.9209,1.0,0.3151,0.2386,261,79,232,262144,[1],0.3516
lung_006,460,CT,0.9348,1.0,0.3273,0.1702,273,121,264,262144,[1],0.3437
lung_006,461,CT,0.9328,0.9649,0.4158,0.28,282,135,269,262144,[1],0.3481
lung_006,462,CT,0.9354,0.9138,0.5237,0.402,281,109,292,262144,[1],0.3436
lung_006,463,CT,0.8889,0.814,0.5615,0.5282,306,185,360,262144,[1],0.3488
lung_006,464,CT,0.8723,0.8205,0.4283,0.2969,374,161,362,262144,[1],0.3417
lung_006,465,CT,0.8927,0.882,0.4568,0.3083,400,201,355,262144,[1],0.3523
lung_006,466,CT,0.9012,0.8672,0.2202,0.1553,310,178,267,262144,[1],0.3427
lung_006,467,CT,0.9039,0.8769,0.064,0.2626,302,146,260,262144,[1],0.3421
lung_006,468,CT,0.8765,0.8598,0.0061,0.1707,273,113,213,262144,[1],0.347
lung_006,469,CT,0.9202,0.964,0.5528,0.3937,260,169,229,262144,[1],0.3412
