image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
hepaticvessel_001,6,CT,0.5933,0.2561,0.7225,0.623,230,94,97,262144,[2],0.6388
hepaticvessel_001,7,CT,0.6761,0.3535,0.7893,0.7079,282,193,144,262144,"[1, 2]",0.3417
hepaticvessel_001,8,CT,0.1411,0.1059,0.0942,0.1275,1950,553,148,262144,"[1, 2]",0.3508
hepaticvessel_001,9,CT,0.0975,0.0862,0.0475,0.1515,2128,649,109,262144,"[1, 2]",0.3574
hepaticvessel_001,10,CT,0.087,0.0511,0.1063,0.1302,2376,1021,108,262144,"[1, 2]",0.3471
hepaticvessel_001,11,CT,0.0613,0.0432,0.0914,0.2642,1201,509,38,262144,[1],0.3482
hepaticvessel_001,12,CT,0.0498,0.0607,0.0702,0.0545,1835,1030,53,262144,[1],0.3416
hepaticvessel_001,13,CT,0.0331,0.0649,0.0378,0.2207,1838,969,35,262144,[1],0.3438
hepaticvessel_001,14,CT,0.07,0.1,0.0391,0.1848,1647,1159,68,262144,[1],0.3432
hepaticvessel_001,15,CT,0.0353,0.0897,0.0338,0.0526,2081,2647,75,262144,[1],0.3508
hepaticvessel_001,16,CT,0.0345,0.0938,0.0391,0.0613,3559,2574,88,262144,[1],0.3429
hepaticvessel_001,17,CT,0.0441,0.0657,0.0517,0.0644,3128,2307,93,262144,[1],0.345
hepaticvessel_001,18,CT,0.0869,0.1038,0.1249,0.0867,3356,2222,211,262144,[1],0.3458
hepaticvessel_001,19,CT,0.1118,0.0699,0.0504,0.0506,2473,2963,174,262144,[1],0.3474
hepaticvessel_001,20,CT,0.0864,0.1005,0.0364,0.0992,2557,2523,173,262144,[1],0.342
hepaticvessel_001,21,CT,0.0472,0.1167,0.0949,0.0774,3599,5159,299,262144,[1],0.3524
hepaticvessel_001,22,CT,0.0249,0.0605,0.034,0.0661,5018,9501,210,262144,[1],0.3475
hepaticvessel_001,23,CT,0.0641,0.077,0.0429,0.0082,3995,8931,246,262144,[1],0.3472
hepaticvessel_001,24,CT,0.0639,0.084,0.0444,0.0175,4122,9405,231,262144,[1],0.3502
hepaticvessel_001,25,CT,0.0285,0.0689,0.0361,0.0084,4473,6919,165,262144,[1],0.3456
hepaticvessel_001,26,CT,0.0583,0.0774,0.0616,0.0278,6628,7074,266,262144,[1],0.3508
